Taxonomic Code,ID,Date,Year,Site_long,Shelter,Module #,Side,Location,Settlement_Area,TimeStep,size_class,Cover Code,Max Diameter (mm),Max Orthogonal (mm),Height (mm),Status Code,found,Sector,Lateral,Vertical,Sector_Area,Lateral_Area,Vertical_Area,simple_area_mm_squared,simple_area_cm_squared,area_mm_squared,area_cm_squared,Volume_mm_cubed,Volume_cm_cubed,surface_area_mm,surface_area_cm,larval_output,Column,Row,MD,Skipped,Shrank_stasis,InRange,AboveRange,RLE,MinIn,MinAbove,MinInTime,MinShrink_stasis,MinSkipped
PC,W1318,3/9/19,19,Waikiki,High,111,N,B2_3,0.52767304,8,2,1,6,4.872779831,1.299723905,NA,TRUE,BI,I,B,0.102311604,0.252218716,0.225235437,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,B,2_3,6,FALSE,TRUE,TRUE,FALSE,1,1,Inf,7,8,Inf
PC,W1323,11/25/18,18,Waikiki,High,111,N,A3,0.479702764,7,1,1,4,4,1,NA,TRUE,BO,O,B,0.107558354,0.257465466,0.238727078,12.56637061,0.125663706,12.56637061,0.125663706,50.26548246,0.050265482,75.39822369,0.075398224,-3811.261062,A,3,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,7,Inf,Inf
PC,W1323,3/9/19,19,Waikiki,High,111,N,A3,0.52767304,8,2,1,10,7.977456968,2.465964689,NA,TRUE,BO,O,B,0.122923833,0.272830945,0.225235437,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,A,3,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,7,Inf,Inf
PC,W1323,5/30/19,19,Waikiki,High,111,N,A3,0.449721341,9,4,1,16,12.63447267,4.215325867,NA,TRUE,BO,O,B,0.078701234,0.228608346,0.14878281,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,A,3,16,FALSE,FALSE,TRUE,FALSE,1,1,Inf,7,Inf,Inf
PC,W1323,9/5/19,19,Waikiki,High,111,N,A3,0.52767304,10,4,1,18,14.18681124,4.798446259,NA,TRUE,BO,O,B,0.120300458,0.27020757,0.249595343,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,3,18,FALSE,FALSE,TRUE,FALSE,1,1,Inf,7,Inf,Inf
PC,W1323,12/1/19,19,Waikiki,High,111,N,A3,0.371769642,11,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.046845973,0.196753085,0.061087149,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,7,Inf,Inf
PC,W1330,3/9/19,19,Waikiki,High,111,S,A1,0.599628454,8,1,1,5,4.096610547,1.008163708,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,A,1,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1330,5/30/19,19,Waikiki,High,111,S,A1,0.599628454,9,2,1,6,4.872779831,1.299723905,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,1,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1330,9/5/19,19,Waikiki,High,111,S,A1,0.599628454,10,NA,4,NA,NA,NA,D,FALSE,TO,O,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1331,3/9/19,19,Waikiki,High,111,S,A3,0.599628454,8,1,1,5,4.096610547,1.008163708,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,A,3,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,11,Inf
PC,W1331,5/30/19,19,Waikiki,High,111,S,A3,0.599628454,9,2,1,6,4.872779831,1.299723905,O,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,3,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,11,Inf
PC,W1331,9/5/19,19,Waikiki,High,111,S,A3,0.599628454,10,2,1,10,7.977456968,2.465964689,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,A,3,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,11,Inf
PC,W1331,12/1/19,19,Waikiki,High,111,S,A3,0.52767304,11,2,1,9,7.201287684,2.174404493,NA,TRUE,BO,O,B,0.116178013,0.266085125,0.228608348,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,A,3,9,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,11,Inf
PC,W1332,3/9/19,19,Waikiki,High,111,S,A4,0.599628454,8,1,1,3,2.544271979,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,A,4,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1332,5/30/19,19,Waikiki,High,111,S,A4,0.599628454,9,1,3,5,4.096610547,1.008163708,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,A,4,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1332,9/5/19,19,Waikiki,High,111,S,A4,0.599628454,10,2,3,6,4.872779831,1.299723905,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,4,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1332,12/1/19,19,Waikiki,High,111,S,A4,0.52767304,11,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.116178013,0.266085125,0.228608348,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
MO,W1333,3/9/19,19,Waikiki,High,111,S,A3,0.599628454,8,1,1,1,0.614362806,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,0.785398163,0.007853982,0.48251942,0.004825194,1.930077678,0.001930078,8.213262986,0.008213263,-3813.798671,A,3,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
MO,W1333,5/30/19,19,Waikiki,High,111,S,A3,0.599628454,9,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1335,3/9/19,19,Waikiki,High,111,S,C2,0.599628454,8,1,1,2,1.768102695,1,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,C,2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1335,5/30/19,19,Waikiki,High,111,S,C2,0.599628454,9,1,1,5,4.096610547,1.008163708,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,C,2,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1335,9/5/19,19,Waikiki,High,111,S,C2,0.599628454,10,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1336,3/9/19,19,Waikiki,High,111,S,C3,0.599628454,8,2,1,7,5.648949115,1.591284101,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,C,3,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1336,5/30/19,19,Waikiki,High,111,S,C3,0.599628454,9,2,2,9,7.201287684,2.174404493,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,C,3,9,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1336,9/5/19,19,Waikiki,High,111,S,C3,0.599628454,10,2,1,10,7.977456968,2.465964689,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,C,3,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1336,12/1/19,19,Waikiki,High,111,S,C3,0.52767304,11,NA,NA,NA,NA,NA,NF,FALSE,BI,I,B,0.112430335,0.262337447,0.228608348,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1337,3/9/19,19,Waikiki,High,111,S,D3,0.599628454,8,1,1,1,0.991933411,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,0.785398163,0.007853982,0.779062679,0.007790627,3.116250716,0.003116251,9.399436023,0.009399436,-3813.736397,D,3,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1337,5/30/19,19,Waikiki,High,111,S,D3,0.599628454,9,2,2,9,7.201287684,2.174404493,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,D,3,9,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1337,9/5/19,19,Waikiki,High,111,S,D3,0.599628454,10,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1338,3/9/19,19,Waikiki,High,111,S,D2_3,0.599628454,8,1,4,5,4.096610547,1.008163708,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,D,2_3,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,9,Inf
PC,W1338,5/30/19,19,Waikiki,High,111,S,D2_3,0.599628454,9,1,3,2,1.768102695,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,2_3,2,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,9,Inf
PC,W1339,3/9/19,19,Waikiki,High,111,S,D2,0.599628454,8,1,1,2,1.768102695,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1339,5/30/19,19,Waikiki,High,111,S,D2,0.599628454,9,2,2,7,5.648949115,1.591284101,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,D,2,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1339,9/5/19,19,Waikiki,High,111,S,D2,0.599628454,10,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
MO,W1340,3/9/19,19,Waikiki,High,111,N,D1,0.52767304,8,3,1,13,9.675383977,1.694894147,NA,TRUE,TO,O,T,0.149907112,0.272830945,0.299814224,132.7322896,1.327322896,98.78737447,0.987873745,669.7365711,0.669736571,533.5908399,0.53359084,-3778.73883,D,1,13,FALSE,FALSE,TRUE,FALSE,1,1,11,8,12,Inf
MO,W1340,5/30/19,19,Waikiki,High,111,N,D1,0.449721341,9,4,1,16,11.94063927,1.910958904,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,201.0619298,2.010619298,150.0504984,1.500504984,1146.961344,1.146961344,792.3125363,0.792312536,-3753.684529,D,1,16,FALSE,FALSE,TRUE,FALSE,1,1,11,8,12,Inf
MO,W1340,9/5/19,19,Waikiki,High,111,N,D1,0.52767304,10,4,2,20,12,4,NA,TRUE,TO,O,T,0.149907112,0.27020757,0.299814224,314.1592654,3.141592654,188.4955592,1.884955592,3015.928947,3.015928947,1256.637061,1.256637061,-3655.56373,D,1,20,FALSE,FALSE,TRUE,FALSE,1,1,11,8,12,Inf
MO,W1340,12/1/19,19,Waikiki,High,111,N,D1,0.371769642,11,5,3,24,18,4,NA,TRUE,TO,O,T,0.149907112,0.196753085,0.299814224,452.3893421,4.523893421,339.2920066,3.392920066,5428.672105,5.428672105,1960.353816,1.960353816,-3528.894714,D,1,24,FALSE,FALSE,FALSE,TRUE,2,1,11,8,12,Inf
PC,W1341,3/9/19,19,Waikiki,High,111,N,D2,0.52767304,8,1,2,3,2.544271979,1,NA,TRUE,TO,O,T,0.149907112,0.272830945,0.299814224,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,D,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1341,5/30/19,19,Waikiki,High,111,N,D1,0.449721341,9,2,1,9,7.201287684,2.174404493,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,D,1,9,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1341,9/5/19,19,Waikiki,High,111,N,D1,0.52767304,10,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.27020757,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1343,3/9/19,19,Waikiki,High,111,N,A2,0.52767304,8,1,1,3,2.544271979,1,NA,TRUE,TO,O,T,0.149907112,0.272830945,0.299814224,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,A,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,10,Inf
PC,W1343,5/30/19,19,Waikiki,High,111,N,A2,0.449721341,9,2,1,6,4.872779831,1.299723905,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,10,Inf
PC,W1343,9/5/19,19,Waikiki,High,111,N,A2,0.52767304,10,2,3,6,4.872779831,1.299723905,NA,TRUE,TO,O,T,0.149907112,0.27020757,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,2,6,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,10,Inf
PC,W1344,3/9/19,19,Waikiki,High,111,N,A2,0.52767304,8,1,1,3,2.544271979,1,NA,TRUE,TO,O,T,0.149907112,0.272830945,0.299814224,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,A,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,Inf,Inf
PC,W1344,5/30/19,19,Waikiki,High,111,N,A2,0.449721341,9,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.228608346,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,8,Inf,Inf
PC,W1345,3/9/19,19,Waikiki,High,111,N,A2_3,0.52767304,8,2,1,7,5.648949115,1.591284101,NA,TRUE,BO,O,B,0.122923833,0.272830945,0.225235437,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,A,2_3,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,12,Inf
PC,W1345,5/30/19,19,Waikiki,High,111,N,A2_3,0.449721341,9,2,2,9,7.201287684,2.174404493,NA,TRUE,BO,O,B,0.078701234,0.228608346,0.14878281,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,A,2_3,9,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,12,Inf
PC,W1345,9/5/19,19,Waikiki,High,111,N,A2,0.52767304,10,2,2,10,7.977456968,2.465964689,NA,TRUE,TO,O,T,0.149907112,0.27020757,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,A,2,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,12,Inf
PC,W1345,12/1/19,19,Waikiki,High,111,N,A2,0.371769642,11,4,2,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.196753085,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,2,18,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,12,Inf
PC,W1345,2/23/20,20,Waikiki,High,111,N,A2_3,0.317803081,12,4,1,18,14,4,NA,TRUE,BO,O,B,0.016489783,0.166396895,0.019487925,254.4690049,2.544690049,197.9203372,1.979203372,3166.725395,3.166725395,1244.070691,1.244070691,-3647.646917,A,2_3,18,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,12,Inf
PC,W1346,3/9/19,19,Waikiki,High,111,N,A2_3,0.52767304,8,1,1,2,1.768102695,1,NA,TRUE,BO,O,B,0.122923833,0.272830945,0.225235437,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,A,2_3,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,9,Inf
PC,W1346,5/30/19,19,Waikiki,High,111,N,A2_3,0.449721341,9,1,2,2,1.768102695,1,NA,TRUE,BO,O,B,0.078701234,0.228608346,0.14878281,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,A,2_3,2,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,9,Inf
PC,W1347,3/9/19,19,Waikiki,High,111,N,A1_2,0.52767304,8,1,1,1,0.991933411,1,NA,TRUE,TO,O,T,0.149907112,0.272830945,0.299814224,0.785398163,0.007853982,0.779062679,0.007790627,3.116250716,0.003116251,9.399436023,0.009399436,-3813.736397,A,1_2,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,10,Inf
PC,W1347,5/30/19,19,Waikiki,High,111,N,A1_2,0.449721341,9,2,1,6,4.872779831,1.299723905,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,1_2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,8,10,Inf
PC,W1347,9/5/19,19,Waikiki,High,111,N,A1_2,0.52767304,10,1,2,5,4.096610547,1.008163708,NA,TRUE,TO,O,T,0.149907112,0.27020757,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,A,1_2,5,FALSE,TRUE,TRUE,FALSE,1,1,Inf,8,10,Inf
MO,W1351,9/5/19,19,Waikiki,High,111,S,C1,0.599628454,10,1,1,3,2.124533001,1,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,5.005812952,0.05005813,20.02325181,0.020023252,38.87280773,0.038872808,-3812.848779,C,1,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MO,W1351,12/1/19,19,Waikiki,High,111,S,C1,0.52767304,11,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.262337447,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PC,W1352,5/30/19,19,Waikiki,High,111,N,C1,0.449721341,9,3,1,14,11.0821341,3.632205474,NA,TRUE,TI,I,T,0.149907112,0.219988688,0.299814224,153.93804,1.5393804,121.8544288,1.218544288,1770.401294,1.770401294,806.9231962,0.806923196,-3720.953932,C,1,14,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1352,9/5/19,19,Waikiki,High,111,N,C1,0.52767304,10,NA,4,NA,NA,NA,D,FALSE,TI,I,T,0.149907112,0.279201997,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,9,Inf,Inf
PC,W1353,5/30/19,19,Waikiki,High,111,S,A1,0.599628454,9,1,1,4,3.320441263,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,10.43147388,0.104314739,41.72589551,0.041725896,66.85863674,0.066858637,-3811.70939,A,1,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1353,9/5/19,19,Waikiki,High,111,S,A1,0.599628454,10,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,9,Inf,Inf
PC,W1354,5/30/19,19,Waikiki,High,111,S,B4,0.599628454,9,1,1,4,3.320441263,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,10.43147388,0.104314739,41.72589551,0.041725896,66.85863674,0.066858637,-3811.70939,B,4,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1354,9/5/19,19,Waikiki,High,111,S,B3_4,0.599628454,10,2,2,6,4.872779831,1.299723905,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,B,3_4,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1354,12/1/19,19,Waikiki,High,111,S,B3_4,0.52767304,11,NA,NA,NA,NA,NA,NF,FALSE,BI,I,B,0.112430335,0.262337447,0.228608348,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,3_4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,9,Inf,Inf
PC,W1355,5/30/19,19,Waikiki,High,111,S,B2,0.599628454,9,2,2,8,6.425118399,1.882844297,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,40.37020952,0.403702095,304.0432751,0.304043275,256.1229151,0.256122915,-3797.937728,B,2,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,10,Inf
PC,W1355,9/5/19,19,Waikiki,High,111,S,B2,0.599628454,10,2,2,7,5.648949115,1.591284101,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,B,2,7,FALSE,TRUE,TRUE,FALSE,1,1,Inf,9,10,Inf
PC,W1356,5/30/19,19,Waikiki,High,111,S,B1,0.599628454,9,2,1,6,4.872779831,1.299723905,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,B,1,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,11,Inf
PC,W1356,9/5/19,19,Waikiki,High,111,S,B1,0.599628454,10,2,1,10,7.977456968,2.465964689,PB,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,B,1,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,11,Inf
PC,W1356,12/1/19,19,Waikiki,High,111,S,B1,0.52767304,11,2,3,10,7.977456968,2.465964689,PB,TRUE,TI,I,T,0.149907112,0.262337447,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,B,1,10,FALSE,TRUE,TRUE,FALSE,1,1,Inf,9,11,Inf
PC,W1357,5/30/19,19,Waikiki,High,111,S,D1,0.599628454,9,2,1,7,5.648949115,1.591284101,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,D,1,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1357,9/5/19,19,Waikiki,High,111,S,D1,0.599628454,10,3,1,12,9.529795536,3.049085082,PB,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,D,1,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1357,12/1/19,19,Waikiki,High,111,S,D1,0.52767304,11,3,1,13,10.30596482,3.340645278,NA,TRUE,TO,O,T,0.149907112,0.266085125,0.299814224,132.7322896,1.327322896,105.2257159,1.052257159,1406.087164,1.406087164,693.771477,0.693771477,-3740.080424,D,1,13,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1357,2/23/20,20,Waikiki,High,111,S,D1,0.52767304,12,4,1,16,12.63447267,4.215325867,NA,TRUE,TO,O,T,0.149907112,0.265335589,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,D,1,16,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
PC,W1359,5/30/19,19,Waikiki,High,111,N,C2,0.449721341,9,3,1,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.219988688,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,C,2,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,9,Inf,Inf
